860,SALTI00128,STY0146,STY0146,STY0146,20,11
861,SALTI03413,STY3744,STY3744,STY3744,20,7
862,SALTI02701,STY2959,STY2959,STY2959,20,27
863,SALTI01868,STY2064,STY2064,STY2064,1,1
864,SALTI03533,STY3875,STY3875,STY3875,20,11
865,SALTI03368,STY3692,STY3692,STY3692,1,1
866,SALTI02731,STY2988,STY2988,STY2988,20,42
867,SALTI02567,STY2812,STY2812,STY2812,20,5
868,SALTI03273,STY3595,STY3595,STY3595,20,46
869,SALTI01100,STY1226,STY1226,STY1226,20,45
870,SALTI02740,STY2999,STY2999,STY2999,20,73
871,SALTI00636,STY0699,STY0699,STY0699,20,25
872,SALTI01607,STY1771,STY1771,STY1771,20,49
873,SALTI04127,STY4515,STY4515,STY4515,20,54
874,SALTI02274,STY2496,STY2496,STY2496,20,2
875,SALTI03913,STY4294,STY4294,STY4294,20,57
876,SALTI04066,STY4450,STY4450,STY4450,20,8
877,SALTI01334,STY1477,STY1477,STY1477,18,53
878,SALTI00293,STY0324,STY0324,STY0324,2,3
879,SALTI00793,STY0876,STY0876,STY0876,20,130
880,SALTI03183,STY3499,STY3499,STY3499,20,75
881,SALTI02807,STY3071,STY3071,STY3071,14,2
882,SALTI02772,STY3033,STY3033,STY3033,20,5
883,SALTI02504,STY2744,STY2744,STY2744,20,7
884,SALTI02730,STY2987,NA,STY2987,20,55
885,SALTI00869,STY0957,STY0957,STY0957,20,41
886,SALTI00667,STY0731,STY0731,STY0731,20,252
887,SALTI00496,STY0545,STY0545,STY0545,20,70
888,SALTI04126,STY4514,STY4514,STY4514,20,146
889,SALTI04462,STY4867,STY4867,STY4867,20,32
890,SALTI03039,STY3342,STY3342,STY3342,5,3
891,SALTI01568,STY1729,NA,STY1729,19,92
892,SALTI02878,STY3153,STY3153,STY3153,20,20
893,SALTI04087,STY4473,STY4473,STY4473,20,11
894,SALTI04193,STY4592,STY4592,STY4592,1,7
895,SALTI00120,STY0138,STY0138,STY0138,20,74
896,SALTI00544,STY0598,NA,STY0598,18,42
897,SALTI02273,STY2495,STY2495,STY2495,20,74
898,SALTI01517,STY3045,NA,STY1678,20,95
899,SALTI03246,STY3565,STY3565,STY3565,20,306
900,SALTI01145,STY1271,STY1271,STY1271,20,175
901,SALTI02399,STY2629,STY2629,STY2629,1,1
902,SALTI00232,STY0257,STY0257,STY0257,1,1
903,SALTI01175,STY1304,STY1304,STY1304,20,2
904,SALTI01486,STY1647,STY1647,STY1647,20,44
905,SALTI00680,STY0747,STY0747,STY0747,20,8
906,SALTI00713,STY0786,STY0786,STY0786,20,12
907,SALTI00340,STY0376,STY0376,STY0376,1,1
908,SALTI01773,STY1958,STY1958,STY1958,20,4
909,SALTI00569,STY0624,NA,STY0624,20,44
910,SALTI04077,STY4463,NA,STY4463,20,53
911,SALTI04260,STY4664,STY4664,STY4664,1,2
912,SALTI04414,STY4816,STY4816,STY4816,20,8
913,SALTI04103,STY4489,STY4489,STY4489,19,16
914,SALTI01790,STY4489,NA,STY1977,19,37
915,SALTI04089,STY4475,STY4475,STY4475,19,11
916,SALTI00394,STY0438,STY0438,STY0438,20,2
917,SALTI01222,STY1353,STY1353,STY1353,2,4
918,SALTI01484,STY1645,STY1645,STY1645,19,2
919,SALTI00430,STY0475,,,6,2
920,SALTI02129,STY2338,STY2338,STY2338,1,1
921,SALTI01125,STY1251,STY1251,STY1251,20,5
922,SALTI02453,STY2690,STY2690,STY2690,1,1
923,SALTI00703,STY0773,STY0773,STY0773,20,7
924,SALTI03818,STY4194,STY4194,STY4194,20,4
925,SALTI04184,STY4583,STY4583,STY4583,1,1
926,SALTI03145,STY3460,STY3460,STY3460,20,9
927,SALTI00117,STY0134,STY0134,STY0134,19,47
928,SALTI02137,STY2346,STY2346,STY2346,1,2
929,SALTI00568,STY0622,STY0622,STY0622,19,74
930,SALTI02334,STY2561,STY2561,STY2561,19,8
931,SALTI02002,STY2203,STY2203,STY2203,16,3
932,SALTI03890,STY4271,STY4271,STY4271,20,6
933,SALTI02763,STY3022,STY3022,STY3022,20,23
934,SALTI01922,STY2120,STY2120,STY2120,1,1
935,SALTI02955,STY3243,STY3243,STY3243,20,28
936,SALTI00066,STY0076,STY0076,STY0076,20,12
937,SALTI04105,STY4491,NA,STY4491,20,100
938,SALTI03948,STY4331,NA,STY4331,20,217
939,SALTI01488,STY1649,STY1649,STY1649,20,9
940,SALTI03035,STY3337,STY3337,STY3337,20,2
941,SALTI00826,STY0910,STY0910,STY0910,20,9
942,SALTI03335,STY3658,STY3658,STY3658,2,1
943,SALTI04230,STY4630,STY4630,STY4630,1,4
944,SALTI02971,STY3259,STY3259,STY3259,20,13
945,SALTI02879,STY3155,STY3155,STY3155,20,12
946,SALTI03144,STY3459,STY3459,STY3459,18,2
947,SALTI03238,STY3557,STY3557,STY3557,19,2
948,SALTI01498,STY1658,STY1658,STY1658,18,14
949,SALTI02128,STY2337,STY2337,STY2337,20,3
950,SALTI03245,STY3564,STY3564,STY3564,20,4
951,SALTI01619,STY1783,STY1783,STY1783,2,1
952,SALTI02739,STY2996,STY2996,STY2996,20,57
953,SALTI00014,STY0014,STY0014,STY0014,20,2
954,SALTI01275,STY1412,STY1412,STY1412,2,5
955,SALTI02333,STY2560,STY2560,STY2560,20,10
956,SALTI00639,STY0702,STY0702,STY0702,1,2
957,SALTI00106,STY0121,STY0121,STY0121,20,53
958,SALTI01806,STY2000,STY2000,STY2000,14,5
959,SALTI03527,STY3866,STY3866,STY3866,1,2
960,SALTI04187,STY4586,STY4586,STY4586,2,2
961,SALTI03005,STY3303,STY3303,STY3303,3,1
962,SALTI04448,STY4853,STY4853,STY4853,6,1
963,SALTI04262,STY4666,STY4666,STY4666,1,5
964,SALTI00169,STY0188,STY0188,STY0188,20,6
