4164,SALSV03278,SeSA_A3545,SESA_RS17285,SeSA_A3545,13,5
4165,SALSV03418,SeSA_A3698,SESA_RS18020,SeSA_A3698,20,9
4166,SALSV00827,SeSA_A0887,SESA_RS04835,SeSA_A0887,20,8
4167,SALSV00388,SeSA_A0421,SESA_RS02575,SeSA_A0421,20,11
4168,SALSV01909,SeSA_A2038,SESA_RS10275,SeSA_A2038,20,10
4169,SALSV03063,SeSA_A3313,SESA_RS16200,SeSA_A3313,1,4
4170,SALSV03756,SeSA_A4048,SESA_RS19640,SeSA_A4048,20,5
4171,SALSV03065,SeSA_A3315,SESA_RS16210,SeSA_A3315,1,1
4172,SALSV00229,SeSA_A0239,SESA_RS01715,SeSA_A0239,20,20
4173,SALSV03062,SeSA_A3312,SESA_RS16195,SeSA_A3312,1,5
4174,SALSV00124,SeSA_A0131,SESA_RS01215,SeSA_A0131,19,59
4175,SALSV03398,SeSA_A3676,SESA_RS17915,SeSA_A3676,13,2
4176,SALSV00690,SeSA_A0739,SESA_RS04110,SeSA_A0739,20,46
4177,SALSV02321,SeSA_A2496,SESA_RS12450,SeSA_A2496,20,71
4178,SALSV03135,SeSA_A3391,SESA_RS16560,SeSA_A3391,20,3
4179,SALSV01396,SeSA_A1489,SESA_RS07690,SeSA_A1489,19,84
4180,SALSV04172,SeSA_A4515,SESA_RS21875,SeSA_A4515,3,1
4181,SALSV00112,SeSA_A0115,SESA_RS01155,SeSA_A0115,20,58
4182,SALSV02870,SeSA_A3097,SESA_RS15240,SeSA_A3097,16,3
4183,SALSV00783,SeSA_A0843,SESA_RS04615,SeSA_A0843,2,1
4184,SALSV00045,SeSA_A0047,SESA_RS00850,SeSA_A0047,17,4
4185,SALSV00522,SeSA_A0563,SESA_RS03205,SeSA_A0563,20,74
4186,SALSV01373,SeSA_A1465,SESA_RS07575,SeSA_A1465,19,4
4187,SALSV00554,SeSA_A0595,SESA_RS03365,SeSA_A0595,18,38
4188,SALSV00681,SeSA_A0730,SESA_RS04070,SeSA_A0730,20,3
4189,SALSV02806,SeSA_A3029,SESA_RS14920,SeSA_A3029,20,65
4190,SALSV04202,SeSA_A4547,SESA_RS22030,SeSA_A4547,20,85
4191,SALSV01367,SeSA_A1456,SESA_RS07540,SeSA_A1456,1,1
4192,SALSV03048,SeSA_A3298,SESA_RS16140,SeSA_A3298,15,5
4193,SALSV03310,SeSA_A3577,SESA_RS17450,SeSA_A3577,20,303
4194,SALSV01691,SeSA_A1797,SESA_RS09145,SeSA_A1797,9,1
4195,SALSV02805,SeSA_A3028,SESA_RS14915,SeSA_A3028,20,55
4196,SALSV04151,SeSA_A4490,SESA_RS21765,SeSA_A4490,2,1
4197,SALSV01537,SeSA_A1634,SESA_RS08395,SeSA_A1634,18,3
4198,SALSV01603,SeSA_A1706,SESA_RS08715,SeSA_A1706,18,47
4199,SALSV01060,SeSA_A1133,SESA_RS06010,SeSA_A1133,20,14
4200,SALSV00670,SeSA_A0717,SESA_RS04010,SeSA_A0717,1,1
4201,SALSV03936,SeSA_A4253,SESA_RS20615,SeSA_A4253,17,2
4202,SALSV02798,SeSA_A3020,SESA_RS14875,SeSA_A3020,20,38
4203,SALSV01568,SeSA_A1667,SESA_RS08535,SeSA_A1667,13,3
4204,SALSV03385,SeSA_A3663,SESA_RS17855,SeSA_A3663,20,220
4205,SALSV00919,SeSA_A0987,SESA_RS05315,SeSA_A0987,20,137
4206,SALSV03103,SeSA_A3355,SESA_RS16400,SeSA_A3355,1,1
4207,SALSV01734,SeSA_A1844,SESA_RS09395,SeSA_A1844,20,12
4208,SALSV01479,SeSA_A1575,SESA_RS08120,SeSA_A1575,20,40
4209,SALSV04439,SeSA_A4800,SESA_RS23220,SeSA_A4800,20,1
4210,SALSV04223,SeSA_A4570,SESA_RS22140,SeSA_A4570,20,42
4211,SALSV01565,SeSA_A1664,SESA_RS08525,SeSA_A1664,3,3
4212,SALSV02978,SeSA_A3221,SESA_RS15790,SeSA_A3221,18,2
4213,SALSV03061,SeSA_A3311,SESA_RS16190,SeSA_A3311,3,1
4214,SALSV02797,SeSA_A3019,SESA_RS14870,SeSA_A3019,20,47
4215,SALSV02214,SeSA_A2376,SESA_RS11875,SeSA_A2376,18,7
4216,SALSV00680,SeSA_A0729,SESA_RS04065,SeSA_A0729,2,1
4217,SALSV01759,SeSA_A1870,SESA_RS09510,SeSA_A1870,20,21
4218,SALSV02828,SeSA_A3052,SESA_RS15035,SeSA_A3052,20,23
4219,SALSV01193,SeSA_A1274,SESA_RS06695,SeSA_A1274,20,8
4220,SALSV01001,SeSA_A1073,SESA_RS05730,SeSA_A1073,20,44
4221,SALSV00307,SeSA_A0337,SESA_RS02155,SeSA_A0337,1,2
4222,SALSV01346,SeSA_A1434,SESA_RS07435,SeSA_A1434,20,40
4223,SALSV01228,SeSA_A1310,SESA_RS06860,SeSA_A1310,20,179
4224,SALSV01649,SeSA_A1752,SESA_RS08935,SeSA_A1752,15,8
4225,SALSV03049,SeSA_A3299,SESA_RS16145,SeSA_A3299,19,5
4226,SALSV04406,SeSA_A4767,SESA_RS23065,SeSA_A4767,20,37
4227,SALSV00911,SeSA_A0978,SESA_RS05290,SeSA_A0978,19,12
4228,SALSV00789,SeSA_A0849,SESA_RS04645,SeSA_A0849,20,246
4229,SALSV04158,SeSA_A4498,SESA_RS21800,SeSA_A4498,20,15
4230,SALSV01129,SeSA_A1208,SESA_RS06380,SeSA_A1208,19,31
4231,SALSV01277,SeSA_A1362,SESA_RS07110,SeSA_A1362,20,2
4232,SALSV03671,SeSA_A3961,SESA_RS19240,SeSA_A3961,19,5
4233,SALSV01576,SeSA_A1677,SESA_RS08575,SeSA_A1677,2,2
4234,SALSV00623,SeSA_A0666,SESA_RS03750,SeSA_A0666,2,1
4235,SALSV02226,SeSA_A2390,SESA_RS11935,SeSA_A2390,2,1
4236,SALSV01130,SeSA_A1209,SESA_RS06385,SeSA_A1209,20,7
4237,SALSV03865,SeSA_A4171,SESA_RS20240,SeSA_A4171,20,45
4238,SALSV00108,SeSA_A0111,SESA_RS01135,SeSA_A0111,18,2
4239,SALSV00669,SeSA_A0716,SESA_RS04000,SeSA_A0716,1,1
4240,SALSV01374,SeSA_A1466,SESA_RS07580,SeSA_A1466,20,13
4241,SALSV00640,SeSA_A0685,SESA_RS03845,SeSA_A0685,1,2
4242,SALSV00374,SeSA_A0407,SESA_RS02495,SeSA_A0407,16,76
4243,SALSV01648,SeSA_A1751,SESA_RS08930,SeSA_A1751,17,8
4244,SALSV03930,SeSA_A4244,SESA_RS20575,SeSA_A4244,7,1
4245,SALSV01192,SeSA_A1273,SESA_RS06690,SeSA_A1273,1,1
4246,SALSV04362,SeSA_A4721,SESA_RS22850,SeSA_A4721,20,26
4247,SALSV04229,SeSA_A4577,SESA_RS22170,SeSA_A4577,7,3
4248,SALSV01760,SeSA_A1871,SESA_RS09515,SeSA_A1871,20,3
4249,SALSV00353,SeSA_A0386,SESA_RS02390,SeSA_A0386,1,1
4250,SALSV03286,SeSA_A3553,SESA_RS17325,SeSA_A3553,20,3
4251,SALSV00639,SeSA_A0684,SESA_RS03840,SeSA_A0684,2,2
4252,SALSV01617,SeSA_A1720,SESA_RS08790,SeSA_A1720,15,1
4253,SALSV00625,SeSA_A0668,SESA_RS03765,SeSA_A0668,6,1
4254,SALSV01749,SeSA_A1860,SESA_RS09465,SeSA_A1860,19,3
4255,SALSV01876,SeSA_A1997,SESA_RS10095,SeSA_A1997,1,1
4256,SALSV01564,SeSA_A1663,SESA_RS24280,SeSA_A1663,1,3
4260,SALSV00224,SeSA_A0234,SESA_RS01690,SeSA_A0234,3,2
4262,SALSV03247,SeSA_A3512,SESA_RS17120,SeSA_A3512,20,61
4263,SALSV04386,SeSA_A4747,SESA_RS22985,SeSA_A4747,3,2
4265,SALSV04173,SeSA_A4516,SESA_RS21880,SeSA_A4516,20,57
4266,SALSV00988,SeSA_A1059,SESA_RS05650,SeSA_A1059,18,16
4268,SALSV00987,SeSA_A1058,SESA_RS05645,SeSA_A1058,20,47
4270,SALSV03427,SeSA_A3707,SESA_RS18060,SeSA_A3707,3,1
4272,SALSV00192,SeSA_A0201,SESA_RS01540,SeSA_A0201,20,17
4274,SALSV00199,SeSA_A0208,SESA_RS01575,SeSA_A0208,8,2
4276,SALSV00200,SeSA_A0209,SESA_RS01580,SeSA_A0209,2,1
4278,SALSV00493,SeSA_A0531,SESA_RS03065,SeSA_A0531,19,2
4280,SALSV02092,SeSA_A2240,SESA_RS11220,SeSA_A2240,2,1
4283,SALSV01446,SeSA_A1541,SESA_RS07955,SeSA_A1541,20,102
4284,SALSV04388,SeSA_A4749,SESA_RS22995,SeSA_A4749,2,1
4286,SALSV02091,SeSA_A2239,SESA_RS11215,SeSA_A2239,2,1
4289,SALSV00319,SeSA_A0350,SESA_RS02235,SeSA_A0350,2,1
4291,SALSV02768,SeSA_A2990,SESA_RS14735,SeSA_A2990,17,7
4293,SALSV03593,SeSA_A3881,SESA_RS18860,SeSA_A3881,2,1
4296,SALSV01644,SeSA_A1747,SESA_RS08915,SeSA_A1747,17,4
4298,SALSV00638,SeSA_A0683,SESA_RS03835,SeSA_A0683,2,3
4299,SALSV03311,SeSA_A3578,SESA_RS17455,SeSA_A3578,18,30
4300,SALSV04091,SeSA_A4429,SESA_RS21450,SeSA_A4429,20,18
4301,SALSV02640,SeSA_A2843,SESA_RS14065,SeSA_A2843,20,21
4302,SALSV01893,SeSA_A2018,SESA_RS10185,SeSA_A2018,2,1
4304,SALSV02125,SeSA_A2279,SESA_RS11415,SeSA_A2279,12,2
4306,SALSV03928,SeSA_A4243,SESA_RS20570,SeSA_A4243,13,1
4308,SALSV03002,SeSA_A3250,SESA_RS15915,SeSA_A3250,2,1
4310,SALSV02560,SeSA_A2756,SESA_RS13680,SeSA_A2756,16,2
4314,SALSV04225,SeSA_A4572,SESA_RS22150,SeSA_A4572,8,3
4318,SALSV04328,SeSA_A4682,SESA_RS22680,SeSA_A4682,17,3
4320,SALSV03850,SeSA_A4155,SESA_RS20155,SeSA_A4155,2,2
4322,SALSV00967,SeSA_A1037,SESA_RS05550,SeSA_A1037,20,4
4324,SALSV01536,SeSA_A1633,SESA_RS08390,SeSA_A1633,19,3
4326,SALSV01245,SeSA_A1327,SESA_RS06935,SeSA_A1327,3,1
4331,SALSV01550,SeSA_A1647,SESA_RS08460,SeSA_A1647,13,2
4335,SALSV04364,SeSA_A4723,SESA_RS22855,SeSA_A4723,19,2
4339,SALSV00127,SeSA_A0134,SESA_RS01230,SeSA_A0134,20,76
4340,SALSV01494,SeSA_A1590,SESA_RS08185,SeSA_A1590,20,10
4343,SALSV04361,SeSA_A4720,SESA_RS22845,SeSA_A4720,20,8
4344,SALSV04009,SeSA_A4329,SESA_RS20975,SeSA_A4329,20,8
4346,SALSV01495,SeSA_A1591,SESA_RS08190,SeSA_A1591,20,9
4348,SALSV00181,SeSA_A0190,SESA_RS01490,SeSA_A0190,20,16
4350,SALSV00880,SeSA_A0947,SESA_RS05130,SeSA_A0947,20,9
4352,SALSV01187,SeSA_A1268,SESA_RS06665,SeSA_A1268,2,2
4353,SALSV00023,SeSA_A0024,SESA_RS00745,SeSA_A0024,20,7
4355,SALSV01079,SeSA_A1155,SESA_RS06120,SeSA_A1155,18,2
4357,SALSV01045,SeSA_A1117,SESA_RS05935,SeSA_A1117,20,5
4359,SALSV02681,SeSA_A2892,SESA_RS14270,SeSA_A2892,6,4
4361,SALSV03464,SeSA_A3745,SESA_RS18235,SeSA_A3745,20,9
4363,SALSV03631,SeSA_A3919,SESA_RS19040,SeSA_A3919,2,1
4364,SALSV02447,SeSA_A2630,SESA_RS13095,SeSA_A2630,20,2
4369,SALSV01913,SeSA_A2042,SESA_RS10295,SeSA_A2042,20,13
4370,SALSV01468,SeSA_A1563,SESA_RS08065,SeSA_A1563,3,1
4373,SALSV01467,SeSA_A1562,SESA_RS08060,SeSA_A1562,3,2
4375,SALSV04080,SeSA_A4418,SESA_RS21395,SeSA_A4418,10,3
4382,SALSV00341,SeSA_A0374,SESA_RS02335,SeSA_A0374,4,2
4383,SALSV00163,SeSA_A0172,SESA_RS01405,SeSA_A0172,19,64
4387,SALSV00164,SeSA_A0173,SESA_RS01410,SeSA_A0173,19,86
4391,SALSV03259,SeSA_A3526,SESA_RS17190,SeSA_A3526,20,5
4393,SALSV03420,SeSA_A3700,SESA_RS18030,SeSA_A3700,20,50
4400,SALSV00361,SeSA_A0394,SESA_RS02430,SeSA_A0394,17,6
4405,SALSV00775,SeSA_A0835,SESA_RS04580,SeSA_A0835,19,4
4411,SALSV00944,SeSA_A1013,SESA_RS05440,SeSA_A1013,7,3
4413,SALSV02703,SeSA_A2914,SESA_RS24675,SeSA_A2914,2,1
4415,SALSV03810,SeSA_A4110,SESA_RS19930,SeSA_A4110,11,1
4417,SALSV00732,SeSA_A0783,SESA_RS04325,SeSA_A0783,19,12
4419,SALSV01013,SeSA_A1085,SESA_RS05795,SeSA_A1085,14,3
4421,SALSV02033,SeSA_A2179,SESA_RS10925,SeSA_A2179,2,1
4423,SALSV02034,SeSA_A2180,SESA_RS10930,SeSA_A2180,2,1
4425,SALSV04419,SeSA_A4780,SESA_RS23125,SeSA_A4780,6,2
4427,SALSV00182,SeSA_A0191,SESA_RS01495,SeSA_A0191,19,2
4429,SALSV02032,SeSA_A2178,SESA_RS10920,SeSA_A2178,2,2
4430,SALSV04222,SeSA_A4569,SESA_RS22135,SeSA_A4569,20,147
4432,SALSV04306,SeSA_A4659,SESA_RS22570,SeSA_A4659,20,50
4434,SALSV04305,SeSA_A4658,SESA_RS22565,SeSA_A4658,2,1
4439,SALSV01566,SeSA_A1665,SESA_RS08530,SeSA_A1665,3,1
4443,SALSV02710,SeSA_A2922,SESA_RS14415,SeSA_A2922,20,5
4445,SALSV00036,SeSA_A0038,SESA_RS00810,SeSA_A0038,20,6
4448,SALSV04412,SeSA_A4773,SESA_RS23095,SeSA_A4773,3,1
4451,SALSV01011,SeSA_A1083,SESA_RS05785,SeSA_A1083,20,11
4460,SALSV03749,SeSA_A4041,SESA_RS19610,SeSA_A4041,4,2
4464,SALSV02709,SeSA_A2921,SESA_RS14410,SeSA_A2921,19,6
4478,SALSV04320,SeSA_A4674,SESA_RS22645,SeSA_A4674,20,4
4486,SALSV02162,SeSA_A2321,SESA_RS11620,SeSA_A2321,15,2
4498,SALSV02258,SeSA_A2423,SESA_RS12095,SeSA_A2423,11,1
4508,SALSV02202,SeSA_A2363,SESA_RS11810,SeSA_A2363,17,5
4509,SALSV00302,SeSA_A0328,SESA_RS02120,SeSA_A0328,6,2
4519,SALSV01225,SeSA_A1306,SESA_RS06840,SeSA_A1306,20,13
4532,SALSV00300,SeSA_A0326,SESA_RS02115,SeSA_A0326,7,1
4541,SALSV00819,SeSA_A0879,SESA_RS04795,SeSA_A0879,12,3
4552,SALSV03752,SeSA_A4044,SESA_RS19620,SeSA_A4044,15,1
4564,SALSV03046,SeSA_A3296,SESA_RS16130,SeSA_A3296,15,3
4576,SALSV03045,SeSA_A3295,SESA_RS16125,SeSA_A3295,12,1
4590,SALSV01503,SeSA_A1599,SESA_RS08230,SeSA_A1599,10,19
4591,SALSV01008,SeSA_A1080,SESA_RS05765,SeSA_A1080,18,17
4598,SALSV01504,SeSA_A1600,SESA_RS08235,SeSA_A1600,18,18
4609,SALSV00267,SeSA_A0289,SESA_RS01935,SeSA_A0289,11,1
4621,SALSV03163,SeSA_A3420,SESA_RS16705,SeSA_A3420,15,2
4627,SALSV00711,SeSA_A0760,SESA_RS04215,SeSA_A0760,19,10
4628,SALSV02285,SeSA_A2450,SESA_RS12225,SeSA_A2450,7,1
4637,SALSV00092,SeSA_A0095,SESA_RS01065,SeSA_A0095,18,5
4648,SALSV01762,SeSA_A1873,SESA_RS09520,SeSA_A1873,20,5
4657,SALSV00490,SeSA_A0528,SESA_RS03050,SeSA_A0528,19,2
4670,SALSV03584,SeSA_A3872,SESA_RS18820,SeSA_A3872,14,13
4671,SALSV03954,SeSA_A4271,SESA_RS20695,SeSA_A4271,18,7
4684,SALSV03583,SeSA_A3871,SESA_RS18815,SeSA_A3871,16,8
4692,SALSV00934,SeSA_A1003,SESA_RS05390,SeSA_A1003,20,5
4700,SALSV00935,SeSA_A1004,SESA_RS05395,SeSA_A1004,19,2
4710,SALSV00491,SeSA_A0529,SESA_RS03055,SeSA_A0529,20,3
4724,SALSV00111,SeSA_A0114,SESA_RS01150,SeSA_A0114,18,19
4737,SALSV03953,SeSA_A4270,SESA_RS20690,SeSA_A4270,18,6
4751,SALSV04302,SeSA_A4655,SESA_RS22550,SeSA_A4655,20,11
4765,SALSV04301,SeSA_A4654,SESA_RS22545,SeSA_A4654,20,11
4779,SALSV03585,SeSA_A3873,SESA_RS18825,SeSA_A3873,18,7
4793,SALSV03952,SeSA_A4269,SESA_RS20685,SeSA_A4269,19,6
4807,SALSV03943,SeSA_A4260,SESA_RS20650,SeSA_A4260,20,6
4821,SALSV03582,SeSA_A3870,SESA_RS18810,SeSA_A3870,17,8
4835,SALSV03578,SeSA_A3866,SESA_RS18790,SeSA_A3866,17,3
4849,SALSV03581,SeSA_A3869,SESA_RS18805,SeSA_A3869,17,9
4863,SALSV02734,SeSA_A2949,SESA_RS14535,SeSA_A2949,17,2
4890,SALSV04292,SeSA_A4645,SESA_RS22500,SeSA_A4645,18,34
4891,SALSV03231,SeSA_A3496,SESA_RS17040,SeSA_A3496,16,70
4912,SALSV03728,SeSA_A4019,SESA_RS19510,SeSA_A4019,20,42
4925,SALSV02890,SeSA_A3120,SESA_RS15335,SeSA_A3120,14,6
4926,SALSV02891,SeSA_A3121,SESA_RS15340,SeSA_A3121,16,5
4946,SALSV02307,SeSA_A2473,SESA_RS12340,SeSA_A2473,10,6
4947,SALSV03733,SeSA_A4025,SESA_RS19535,SeSA_A4025,20,5
